"{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID49_TEXT""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID52""}","{""ImportId"":""QID52_7_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID3_5_TEXT""}","{""ImportId"":""QID40""}","{""ImportId"":""QID8""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID9""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID31""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID32_1""}","{""ImportId"":""QID32_2""}","{""ImportId"":""QID32_3""}","{""ImportId"":""QID32_4""}","{""ImportId"":""QID32_5""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID35_4""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID5_1""}","{""ImportId"":""QID5_2""}","{""ImportId"":""QID5_3""}","{""ImportId"":""QID5_4""}","{""ImportId"":""QID5_5""}","{""ImportId"":""QID5_6""}","{""ImportId"":""QID5_7""}","{""ImportId"":""QID5_8""}","{""ImportId"":""QID5_9""}","{""ImportId"":""QID5_10""}","{""ImportId"":""QID5_11""}","{""ImportId"":""QID5_12""}","{""ImportId"":""QID5_13""}","{""ImportId"":""QID5_14""}","{""ImportId"":""QID5_15""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID37_3""}","{""ImportId"":""QID37_4""}","{""ImportId"":""QID37_5""}","{""ImportId"":""QID37_6""}","{""ImportId"":""QID37_7""}","{""ImportId"":""QID37_8""}","{""ImportId"":""QID37_9""}","{""ImportId"":""QID37_10""}","{""ImportId"":""QID37_11""}","{""ImportId"":""QID37_12""}","{""ImportId"":""QID37_13""}","{""ImportId"":""QID37_14""}","{""ImportId"":""QID37_15""}","{""ImportId"":""QID37_16""}","{""ImportId"":""QID37_17""}","{""ImportId"":""QID37_18""}","{""ImportId"":""QID37_19""}","{""ImportId"":""QID37_20""}","{""ImportId"":""QID37_21""}","{""ImportId"":""QID37_22""}","{""ImportId"":""QID37_23""}","{""ImportId"":""QID37_24""}","{""ImportId"":""QID37_25""}","{""ImportId"":""QID37_26""}","{""ImportId"":""QID37_27""}","{""ImportId"":""QID37_28""}","{""ImportId"":""QID37_29""}","{""ImportId"":""QID37_30""}","{""ImportId"":""QID37_31""}","{""ImportId"":""QID37_32""}","{""ImportId"":""QID37_33""}","{""ImportId"":""QID37_34""}","{""ImportId"":""QID37_35""}","{""ImportId"":""QID37_36""}","{""ImportId"":""QID37_37""}","{""ImportId"":""QID37_38""}","{""ImportId"":""QID37_39""}","{""ImportId"":""QID37_40""}","{""ImportId"":""QID37_41""}","{""ImportId"":""QID37_42""}","{""ImportId"":""QID37_43""}","{""ImportId"":""QID37_44""}"
51,4/25/23,November,8,1999,Asian,,Cisgender Male,,"$50,001- $60,000",Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Sometimes,Almost Never,8,Somewhat Frequently,Almost Never,Almost Never,Very Infrequently,Almost Never,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Almost Never,Very Infrequently,Almost Never,Very Infrequently,Almost Never,Disagree,Agree,Neutral,Disagree a lot,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree a lot,Agree,Disagree,Neutral,Agree,Agree a lot,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree a lot,Neutral,Agree,Neutral,Agree,Disagree a lot,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree
52,4/18/23,September,22,2000,Black or African American,Black/African,Cisgender Female,,"$90,001- $100,000",Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4/25/23,June,4,2001,Asian,,Cisgender Male,,"$40,001 - $50,000",Neutral,Neutral,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Fairly Often,Fairly Often,Almost Never,Fairly Often,7,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Neutral,Agree,Disagree,Disagree a lot,Disagree,Agree,Agree,Agree,Agree,Agree a lot,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree a lot,Agree a lot,Agree,Agree a lot,Agree a lot,Agree a lot,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
54,4/25/23,April,28,1999,Asian,,Cisgender Male,,"$80,001- $90,000",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Fairly Often,Very Often,Fairly Often,Almost Never,6,Almost Never,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree a lot,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree
55,4/25/23,February,22,2002,Asian,,Cisgender Male,,"$70,001- $80,000",Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Fairly Often,Fairly Often,Sometimes,Almost Never,8,Somewhat Infrequently,Almost Always,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree a lot,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree
56,4/25/23,February,14,1997,Asian,,Cisgender Male,,"$80,001- $90,000",Agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Almost Never,Very Often,Fairly Often,Sometimes,3,Somewhat Frequently,Almost Never,Almost Never,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Almost Never,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Disagree a lot,Agree,Agree a lot,Disagree a lot,Agree a lot,Agree a lot,Agree,Disagree,Agree a lot,Agree a lot,Neutral,Neutral,Agree a lot,Disagree,Agree a lot,Neutral,Agree,Disagree a lot,Neutral,Agree a lot,Agree a lot,Agree a lot,Disagree a lot,Agree,Agree,Agree,Agree,Agree a lot,Agree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree,Disagree a lot,Agree,Agree a lot,Agree a lot,Agree a lot,Agree,Disagree,Agree,Disagree
57,4/25/23,March,14,2004,"Asian,Another race or ethnicity not listed about (describe here)",Hmong,Cisgender Male,,"$50,001- $60,000",Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Almost Never,Fairly Often,Sometimes,Almost Never,8,Very Infrequently,Almost Never,Almost Never,Very Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Almost Never,Very Infrequently,Almost Never,Almost Never,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Disagree a lot,Agree,Neutral,Agree,Agree,Agree a lot,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Disagree a lot,Agree,Neutral,Agree a lot,Agree,Agree,Agree,Neutral,Disagree a lot,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree
58,April 25th,June,28,2001,Asian,,Cisgender Male,,"$30,001 - $40,000",Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Almost Never,Fairly Often,Sometimes,Almost Never,5,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree a lot,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree a lot,Neutral,Agree,Neutral,Neutral,Neutral,Agree a lot,Disagree,Disagree,Neutral,Neutral,Neutral
59,4/25/23,October,17,2001,American Indian or Alaska Native,,Cisgender Male,,"$40,001 - $50,000",Disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Almost Never,Sometimes,Fairly Often,Sometimes,3,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Almost Never,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree a lot,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree a lot,Agree,Agree a lot,Disagree,Neutral,Disagree,Agree,Agree a lot,Disagree,Agree,Agree a lot,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree a lot,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree
60,4/25/23,May,17,2003,Asian,,Cisgender Male,,"$100,001- $200,000",Somewhat agree,Agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Sometimes,Fairly Often,Almost Never,Sometimes,5,Almost Never,Almost Never,Almost Never,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Almost Always,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Agree,Agree a lot,Agree,Agree,Neutral,Disagree,Agree,Agree a lot,Disagree,Agree,Agree,Neutral,Agree,Agree a lot,Agree,Neutral,Agree a lot,Agree,Agree a lot,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree a lot,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree a lot,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
61,4/25/23,April,24,2000,"Black or African American,Asian",,Cisgender Male,,"$60,001- $70,000",Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Sometimes,Sometimes,Sometimes,Fairly Often,5,Almost Never,Almost Never,Almost Never,Almost Always,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Almost Never,Almost Always,Somewhat Infrequently,Very Infrequently,Neutral,Agree a lot,Agree,Agree,Disagree,Agree a lot,Agree,Agree,Agree,Agree a lot,Disagree,Disagree a lot,Agree a lot,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree a lot,Disagree,Agree a lot,Agree,Agree,Agree,Agree a lot,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
62,4/25/23,September,16,2002,Asian,,Cisgender Male,,"$10,000 or below",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Almost Never,Fairly Often,Sometimes,Sometimes,6,Very Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Almost Never,Somewhat Frequently,Very Infrequently,Almost Never,Disagree,Neutral,Agree,Disagree a lot,Neutral,Agree a lot,Neutral,Agree,Agree,Agree a lot,Neutral,Disagree a lot,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree a lot,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Agree a lot,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree
63,4/25/23,August,7,2000,White or European American,,Cisgender Female,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Fairly Often,Very Often,Sometimes,Fairly Often,6,Somewhat Frequently,Very Frequently,Almost Always,Very Frequently,Very Infrequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Almost Always,Somewhat Frequently,Almost Always,Very Frequently,Very Frequently,Agree,Agree,Neutral,Neutral,Disagree,Agree a lot,Agree a lot,Neutral,Neutral,Agree a lot,Neutral,Disagree,Agree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree,Agree a lot,Neutral,Agree,Agree a lot,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree a lot,Agree,Agree a lot,Neutral,Agree a lot,Agree,Agree,Neutral,Disagree,Agree a lot,Agree a lot,Disagree a lot,Agree a lot,Agree a lot,Agree
64,4/25/23,August,17,2002,Asian,,Cisgender Male,,"$10,000 or below",Strongly agree,Disagree,Strongly agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Fairly Often,Fairly Often,Sometimes,Fairly Often,4,Very Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Agree a lot,Agree,Agree,Disagree,Neutral,Neutral,Agree a lot,Agree,Agree a lot,Agree,Agree,Agree,Agree a lot,Neutral,Agree,Agree a lot,Agree,Agree,Agree,Neutral,Disagree,Agree a lot,Disagree,Agree,Agree,Agree a lot,Disagree a lot,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree a lot,Neutral,Agree,Agree,Agree
65,4/25/23,August,30,2004,White or European American,,Cisgender Male,,"$70,001- $80,000",Agree,Disagree,Strongly agree,Somewhat disagree,Disagree,Neutral,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Somewhat disagree,Disagree,Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Very Often,Fairly Often,Never,6,Very Frequently,Very Infrequently,Very Infrequently,Almost Always,Somewhat Infrequently,Almost Always,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Almost Never,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Neutral,Agree,Agree a lot,Disagree a lot,Agree a lot,Agree,Agree,Neutral,Agree,Agree a lot,Agree,Disagree,Agree a lot,Agree,Agree a lot,Neutral,Agree a lot,Disagree a lot,Agree,Agree,Agree,Agree a lot,Neutral,Neutral,Agree a lot,Agree a lot,Neutral,Agree a lot,Neutral,Neutral,Agree,Agree a lot,Agree a lot,Agree,Disagree,Neutral,Neutral,Agree a lot,Agree,,Neutral,Neutral,Agree,Disagree a lot
66,4/25/23,August,13,2002,White or European American,,Cisgender Female,,"Above $200,000",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Sometimes,Fairly Often,Fairly Often,Almost Never,9,Somewhat Frequently,Almost Never,Very Frequently,Almost Never,Very Infrequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Almost Never,Very Frequently,Somewhat Frequently,Almost Never,Disagree,Disagree,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree,Agree,Agree,Disagree,Disagree a lot,Agree a lot,Disagree a lot,Agree,Agree,Agree a lot,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree a lot,Disagree a lot,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree a lot,Agree,Agree,Agree,Agree,Agree,Disagree,Agree
67,4/25/23,February,4,2002,White or European American,,Cisgender Female,,"Above $200,000",Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Fairly Often,Almost Never,8,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree a lot,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree
68,4/25/23,August,29,2002,White or European American,,Cisgender Female,,"$100,001- $200,000",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Fairly Often,Very Often,Very Often,Fairly Often,7,Somewhat Frequently,Almost Never,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Almost Never,Neutral,Agree a lot,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree a lot,Neutral,Disagree a lot,Agree,Neutral,Agree,Disagree,Neutral,Disagree a lot,Agree,Agree a lot,Agree a lot,Disagree,Disagree,Agree,Agree,Agree a lot,Disagree,Agree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree,Agree a lot,Neutral,Disagree,Disagree,Neutral,Agree a lot,Agree,Disagree a lot,Agree a lot,Agree a lot,Agree a lot
69,4/25/23,September,21,1999,Asian,,Cisgender Male,,"Above $200,000",Strongly disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Sometimes,Fairly Often,Sometimes,Almost Never,8,Almost Never,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Almost Never,Almost Always,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Almost Never,Very Infrequently,Almost Always,Very Infrequently,Almost Never,Agree a lot,Agree,Agree,Disagree,Neutral,Disagree a lot,Agree,Agree,Disagree,Agree a lot,Agree a lot,Disagree,Agree,Agree,Agree,Agree a lot,Disagree,Agree a lot,Agree a lot,Agree a lot,Disagree a lot,Agree,Neutral,Disagree a lot,Disagree,Agree,Disagree a lot,Agree,Agree,Agree a lot,Disagree a lot,Agree,Disagree,Disagree,Disagree,Agree a lot,Neutral,Agree,Agree,Neutral,Disagree a lot,Agree,Agree a lot,Agree a lot
70,4/25/23,June,17,2002,White or European American,,Cisgender Female,,"$100,001- $200,000",Agree,Neutral,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Sometimes,Almost Never,Fairly Often,Fairly Often,9,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Almost Never,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Somewhat Frequently,Very Infrequently,Very Frequently,Very Infrequently,Almost Never,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree a lot,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree a lot,Disagree,Agree,Neutral,Neutral,Neutral,Disagree a lot,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree a lot,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree a lot
71,4/25/23,November,19,2001,Asian,,Cisgender Female,,"$20,001- $30,000",Agree,Neutral,Agree,Somewhat agree,Somewhat agree,Agree,Neutral,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Sometimes,Very Often,Fairly Often,Almost Never,5,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Disagree,Agree a lot,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree a lot,Agree,Agree,Neutral,Neutral,Disagree a lot,Disagree a lot,Disagree,Agree a lot,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree a lot,Agree,Agree,Agree,Agree,Neutral,Agree a lot,Agree a lot,Agree,Disagree,Neutral,Agree a lot,Disagree,Agree,Disagree,Neutral,Disagree a lot,Agree
